,title,year,vote_count,vote_average,popularity,genres,overview
9115,The Lion King 2: Simba's Pride,1998,1034,6,9.417261,"['Animation', 'Family', 'Adventure']","The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?"
2514,Star Wars: Episode I - The Phantom Menace,1999,4526,6,15.649091,"['Adventure', 'Action', 'Science Fiction']","Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi."
2526,Superman,1978,1042,6,15.460102,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane − who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world."
8257,Ocean's Twelve,2004,2169,6,11.869347,"['Thriller', 'Crime']","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels."
2527,Superman II,1980,642,6,10.301621,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet."
8254,Closer,2004,845,6,10.860952,"['Drama', 'Romance']","A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other."
2568,Austin Powers: The Spy Who Shagged Me,1999,1034,6,13.984182,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way."
2579,Big Daddy,1999,898,6,8.011869,"['Comedy', 'Drama']","A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father."
2584,Arachnophobia,1990,445,6,5.418428,"['Comedy', 'Horror']","A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks."
2591,American Pie,1999,2358,6,18.344227,"['Comedy', 'Romance']","At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom."
8247,The SpongeBob SquarePants Movie,2004,593,6,11.213712,"['Animation', 'Comedy', 'Family']","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life."
8245,National Treasure,2004,1974,6,18.932203,"['Adventure', 'Action', 'Thriller', 'Mystery']","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do."
8242,Bridget Jones: The Edge of Reason,2004,775,6,7.78817,"['Comedy', 'Romance']","Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life."
2486,eXistenZ,1999,487,6,11.446138,"['Action', 'Thriller', 'Science Fiction', 'Horror']",A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.
9392,Lemony Snicket's A Series of Unfortunate Events,2004,1521,6,12.817945,"['Adventure', 'Comedy', 'Family']","Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.  This movie is extremely alarming, an expression which here means ""a thrilling misadventure involving three ingenious orphans and a villainous actor named Count Olaf (Jim Carrey) who wants their enormous fortune.""  It includes a suspicious fire, delicious pasta, Jim Carrey, poorly behaved looches, Billy Connolly, an incredibly deadly viper, Meryl Streep, and the voice of an imposter named Jude Law."
7194,Secret Window,2004,1007,6,9.524283,"['Thriller', 'Mystery']","Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity."
2428,Cruel Intentions,1999,848,6,8.181065,"['Drama', 'Romance', 'Thriller']","Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession."
9770,Hostage,2005,519,6,9.686638,"['Mystery', 'Drama', 'Thriller', 'Crime']","When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob."
9709,Constantine,2005,1837,6,9.615691,"['Drama', 'Fantasy', 'Horror']","John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles."
9704,Hitch,2005,1721,6,13.35076,"['Comedy', 'Drama', 'Romance']","Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships."
9652,Hide and Seek,2005,455,6,6.102059,"['Horror', 'Mystery', 'Thriller']","David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination."
2307,The Karate Kid,1984,913,6,7.64499,['Drama'],"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale."
9547,Meet the Fockers,2004,1412,6,11.876386,"['Comedy', 'Romance']","Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract."
